step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending
200,209,58,-1,0,55,0,103,0,113,0,111,0,10,16,113,0,0,581,0
400,409,126,-1,0,70,0,164,0,200,0,210,0,15,45,201,0,0,1132,0
600,609,184,-1,0,79,0,226,0,294,0,317,0,15,54,293,0,0,1695,0
800,809,243,-1,0,82,0,256,0,372,0,412,0,20,79,376,0,0,2262,0
1000,1009,294,-1,0,87,0,284,0,446,0,503,0,20,76,447,3,6,2844,0
1200,1209,344,-1,0,87,0,308,0,519,0,608,0,19,97,505,1,2,3417,0
1400,1409,411,-1,0,86,0,342,0,587,0,697,0,20,107,584,0,0,3987,0
1600,1609,466,-1,0,90,0,345,0,612,0,772,0,20,150,624,0,0,4568,0
1800,1809,519,-1,0,91,0,361,0,668,0,843,0,20,130,677,2,4,5167,0
2000,2009,579,-1,0,92,0,389,0,764,0,976,0,20,148,752,2,4,5734,0
2200,2209,634,-1,0,92,0,393,0,801,0,1056,0,20,150,792,1,2,6324,0
2400,2409,691,-1,0,91,0,418,0,836,0,1142,0,20,166,847,8,16,6926,0
2600,2609,747,-1,0,94,0,413,0,895,0,1239,0,20,187,901,11,22,7531,0
2800,2809,803,-1,0,93,0,417,0,942,0,1331,0,20,185,931,7,14,8122,0
3000,3009,862,3,2,95,2,437,6,1003,12,1397,0,20,211,985,6,12,8722,0
3200,3209,919,3,0,93,2,450,8,1049,15,1499,0,20,219,1036,5,10,9312,0
3400,3409,984,3,0,98,0,475,7,1114,9,1608,0,20,223,1100,10,20,9903,0
3600,3609,1044,3,0,96,3,474,6,1147,12,1708,0,20,226,1144,7,14,10496,0
3800,3809,1103,3,0,96,2,481,7,1183,11,1797,0,20,228,1189,9,18,11098,0
4000,4009,1152,3,0,95,1,491,5,1227,11,1901,0,20,236,1259,7,14,11685,0
4200,4209,1209,3,0,97,1,495,6,1315,11,2025,0.015,20,258,1248,4,8,12268,0
4400,4409,1267,3,0,98,1,507,4,1342,14,2072,0.0417,20,247,1329,6,12,12867,0
4600,4609,1338,3,0,96,1,506,6,1350,10,2154,0.0325,20,299,1346,6,12,13455,0
4800,4809,1395,5,1,97,1,520,8,1411,15,2221,0.1151,20,303,1397,9,18,14054,1
5000,5009,1444,7,1,98,5,521,11,1425,15,2328,0.1124,20,275,1426,8,16,14653,1
5200,5209,1491,9,0,98,3,513,12,1436,19,2426,0.1071,20,297,1456,9,18,15251,1
5400,5409,1541,11,3,97,3,540,13,1525,15,2536,0.1163,20,285,1501,9,18,15857,1
5600,5609,1600,13,1,96,9,545,12,1536,18,2635,0.1254,20,301,1567,12,24,16445,1
5800,5809,1661,15,0,100,3,556,13,1580,20,2688,0.1233,20,309,1569,16,32,17056,1
6000,6009,1720,17,1,101,5,553,18,1598,19,2779,0.1217,20,321,1588,17,34,17675,1
6200,6209,1771,19,2,100,5,547,14,1619,19,2880,0.1146,20,322,1615,16,32,18294,1
6400,6409,1833,21,4,96,5,557,17,1655,20,2935,0.1192,20,338,1660,12,24,18911,1
