degree,count
3,4256
4,1682
5,916
6,575
7,414
8,276
9,244
10,193
11,155
12,136
13,91
14,75
15,89
16,64
17,42
18,64
19,38
20,47
21,40
22,21
23,36
24,29
25,31
26,30
27,30
28,21
29,16
30,23
31,21
32,11
33,12
34,13
35,6
36,18
37,8
38,14
39,9
40,12
41,8
42,1
43,10
44,7
45,4
46,6
47,12
48,9
49,7
50,4
51,6
52,6
53,2
54,8
55,3
56,6
57,3
58,4
59,1
60,6
61,5
62,2
63,2
64,4
65,2
66,2
67,2
68,7
69,2
70,2
71,3
72,3
73,3
74,1
75,3
76,2
79,3
80,2
81,2
83,2
84,3
86,3
87,2
88,1
92,2
97,2
100,3
101,2
103,1
104,2
105,2
106,2
109,1
110,1
112,2
116,1
118,2
119,1
120,1
121,1
124,1
125,1
126,2
127,1
128,2
129,1
130,1
131,1
132,1
137,1
138,1
141,1
143,1
147,1
149,1
151,1
155,1
164,2
165,2
171,2
180,2
181,1
184,1
194,1
208,1
225,1
227,1
232,2
239,1
242,1
243,1
272,1
279,1
292,1
295,1
324,2
358,1
417,1
423,1
435,1
453,1
461,1
478,1
