degree,count
3,4285
4,1719
5,934
6,579
7,408
8,283
9,201
10,170
11,161
12,111
13,97
14,79
15,64
16,53
17,46
18,54
19,44
20,44
21,35
22,34
23,37
24,24
25,36
26,24
27,19
28,11
29,20
30,22
31,18
32,12
33,13
34,11
35,20
36,14
37,11
38,12
39,18
40,7
41,9
42,6
43,6
44,7
45,10
46,8
47,8
48,5
49,13
50,4
51,8
52,7
53,4
54,9
55,1
56,4
57,6
58,6
59,5
60,3
61,1
62,3
63,4
64,5
65,8
67,5
68,4
69,2
70,3
71,1
72,1
73,3
74,1
75,3
76,1
77,2
78,2
79,4
80,2
83,1
84,1
86,2
87,1
88,2
90,6
91,3
92,1
93,2
94,2
95,1
97,4
99,1
100,1
101,3
102,3
103,2
106,1
108,1
109,1
111,1
112,2
113,1
115,1
117,1
118,1
119,3
121,1
125,2
126,1
127,1
129,1
130,1
131,2
135,1
137,3
142,1
143,1
148,1
149,1
156,1
163,1
164,2
165,1
172,1
174,1
179,2
181,1
190,1
192,1
193,1
214,1
224,2
228,1
248,1
250,1
264,1
267,1
268,1
277,1
287,1
288,1
318,1
322,1
373,1
401,1
443,1
581,1
