degree,count
3,4205
4,1524
5,855
6,556
7,364
8,287
9,242
10,186
11,163
12,135
13,116
14,112
15,78
16,88
17,83
18,66
19,60
20,53
21,54
22,53
23,49
24,46
25,34
26,34
27,23
28,24
29,34
30,19
31,18
32,23
33,13
34,12
35,15
36,15
37,7
38,9
39,13
40,13
41,7
42,10
43,12
44,9
45,9
46,10
47,3
48,7
49,10
50,5
51,2
52,10
53,9
54,11
55,7
56,8
57,4
58,4
59,2
60,2
61,5
62,6
63,4
64,8
65,2
66,5
67,2
68,5
69,4
70,5
71,2
72,3
73,3
74,4
75,4
76,2
77,4
78,3
79,3
80,1
82,2
83,1
84,1
85,4
86,4
87,5
88,2
89,2
90,3
91,2
93,1
95,3
97,3
98,1
99,1
100,1
103,2
104,3
106,2
108,2
109,1
110,2
111,2
112,1
114,1
115,1
117,1
118,1
120,1
122,1
126,3
127,1
130,1
132,1
134,2
135,1
136,1
137,1
140,2
142,2
145,1
148,1
150,1
152,1
155,2
158,1
159,1
162,1
165,1
166,1
174,1
179,1
189,1
202,1
206,1
209,1
211,1
213,1
215,1
219,1
220,1
234,1
243,1
248,1
252,1
253,1
255,1
257,1
274,1
283,1
312,1
338,1
366,1
374,1
385,1
402,1
440,1
462,1
468,1
509,1
651,1
