step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending
200,209,60,-1,0,57,0,103,0,115,0,114,0,12,20,113,0,0,560,0
400,409,122,-1,0,68,0,154,0,194,0,205,0,18,41,196,0,0,1128,0
600,609,178,-1,0,75,0,206,0,288,0,310,0,20,77,285,1,2,1710,0
800,809,231,-1,0,82,0,241,0,356,0,404,0,20,54,361,2,4,2277,0
1000,1009,295,-1,0,83,0,281,0,437,0,496,0,18,78,439,2,4,2850,0
1200,1209,356,-1,0,87,0,313,0,520,0,600,0,20,86,523,0,0,3417,0
1400,1409,414,-1,0,86,0,337,0,573,0,686,0,20,108,582,1,2,3993,0
1600,1609,484,-1,0,89,0,342,0,613,0,746,0,20,111,609,2,4,4580,0
1800,1809,539,-1,0,92,0,354,0,660,0,834,0,20,145,656,2,4,5161,0
2000,2009,585,-1,0,91,0,377,0,736,0,952,0,20,125,723,2,4,5748,0
2200,2209,651,-1,0,89,0,394,0,808,0,1050,0,20,168,812,5,10,6304,0
2400,2409,723,-1,0,92,0,418,0,847,0,1112,0,20,158,845,12,24,6902,0
2600,2609,786,-1,0,97,0,420,0,861,0,1167,0,20,181,871,11,22,7503,0
2800,2809,859,-1,0,95,0,438,0,948,0,1281,0,20,194,944,12,24,8083,0
3000,3009,921,3,0,96,1,454,7,985,9,1382,0,20,214,1001,9,18,8669,0
3200,3209,980,3,0,96,3,456,4,1041,9,1439,0,20,203,1023,7,14,9267,0
3400,3409,1041,3,0,97,4,465,2,1080,7,1541,0,20,204,1080,5,10,9844,0
3600,3609,1101,3,0,98,1,471,4,1093,9,1609,0,20,223,1100,4,8,10437,0
3800,3809,1160,3,1,97,1,482,4,1153,2,1691,0,20,233,1133,5,10,11025,0
4000,4009,1217,3,1,96,1,473,3,1160,7,1784,0.02,20,236,1209,3,6,11621,0
4200,4209,1274,3,1,96,1,492,1,1213,9,1873,0.0413,20,253,1216,4,8,12203,0
4400,4409,1327,3,0,94,2,496,6,1261,7,1947,0.0812,20,243,1274,3,6,12792,0
4600,4609,1400,3,0,99,4,522,4,1307,3,2061,0.0631,20,267,1329,4,8,13365,0
4800,4809,1459,3,0,97,2,536,4,1392,6,2167,0.0487,20,318,1397,4,8,13920,0
5000,5009,1524,3,0,101,1,529,9,1434,8,2265,0.0671,20,287,1437,6,12,14506,0
5200,5209,1579,3,0,97,0,561,5,1461,6,2337,0.0513,20,281,1465,6,12,15096,0
5400,5409,1640,5,1,98,2,545,6,1529,7,2419,0.0588,20,311,1517,7,14,15699,1
5600,5609,1703,7,1,101,4,556,11,1527,15,2472,0.086,20,304,1529,7,14,16295,1
5800,5809,1763,10,1,99,2,574,14,1524,19,2568,0.0862,20,307,1553,5,10,16883,1
6000,6009,1830,12,1,101,8,558,17,1578,18,2652,0.0904,20,331,1589,3,6,17459,1
6200,6209,1888,14,3,101,6,560,10,1595,19,2705,0.0778,20,345,1607,3,6,18058,1
6400,6409,1948,16,1,101,9,572,16,1628,20,2788,0.0967,20,354,1650,2,4,18633,1
