step,maxId,removed,holderDegree,s4,v4,s6,v6,s8,v8,s12,v12,holderTrend,bgSucc,bgHits,bgVis,rewireNodes,rewireJoins,edges,holderTrending
200,209,61,-1,0,57,0,103,0,114,0,118,0,13,22,116,0,0,576,0
400,409,122,-1,0,70,0,164,0,203,0,212,0,15,29,204,0,0,1124,0
600,609,185,-1,0,76,0,203,0,280,0,299,0,18,54,274,0,0,1698,0
800,809,256,-1,0,81,0,244,0,353,0,395,0,20,67,351,0,0,2259,0
1000,1009,305,-1,0,86,0,283,0,456,0,513,0,20,99,450,1,2,2822,0
1200,1209,371,-1,0,87,0,306,0,502,0,588,0,20,94,494,1,2,3406,0
1400,1409,442,-1,0,86,0,328,0,582,0,679,0,20,121,575,0,0,3966,0
1600,1609,491,-1,0,91,0,353,0,646,0,771,0,20,108,637,0,0,4548,0
1800,1809,550,-1,0,92,0,378,0,702,0,866,0,20,134,702,1,2,5118,0
2000,2009,607,-1,0,91,0,383,0,758,0,963,0,20,145,758,1,2,5698,0
2200,2209,671,-1,0,93,0,413,0,840,0,1068,0,20,152,836,0,0,6255,0
2400,2409,729,-1,0,96,0,411,0,868,0,1140,0,20,163,870,2,4,6849,0
2600,2609,790,-1,0,95,0,424,0,919,0,1242,0,20,191,935,5,10,7421,0
2800,2809,859,-1,0,98,0,453,0,975,0,1337,0,20,190,979,5,10,7991,0
3000,3009,924,3,0,97,1,460,11,1050,10,1421,0,20,230,1043,5,10,8574,0
3200,3209,988,3,0,96,3,474,12,1096,7,1512,0,20,222,1100,6,12,9160,0
3400,3409,1052,3,0,96,3,461,7,1118,10,1598,0,20,192,1123,8,16,9756,0
3600,3609,1109,3,0,94,3,493,4,1169,8,1699,0,20,226,1202,10,20,10346,0
3800,3809,1169,3,0,97,3,492,7,1213,11,1777,0,20,262,1216,10,20,10951,0
4000,4009,1225,3,0,99,0,508,4,1251,11,1879,0,20,254,1268,9,18,11540,0
4200,4209,1291,3,0,100,2,498,0,1284,7,1943,0,20,273,1314,6,12,12118,0
4400,4409,1341,3,0,97,2,507,2,1353,9,2051,0,20,265,1358,10,20,12716,0
4600,4609,1404,3,1,99,0,523,4,1379,7,2123,0,20,302,1344,11,22,13318,0
4800,4809,1462,3,1,95,2,519,4,1435,7,2239,0,20,290,1426,8,16,13908,0
5000,5009,1516,3,0,98,3,533,6,1436,11,2331,0,20,294,1454,11,22,14512,0
5200,5209,1574,3,0,99,1,538,5,1476,8,2387,0,20,299,1474,12,24,15123,0
5400,5409,1626,3,1,97,2,555,5,1465,8,2486,0,20,299,1484,10,20,15725,0
5600,5609,1692,5,1,101,4,542,6,1526,9,2532,0.0713,20,283,1532,14,28,16332,1
5800,5809,1751,8,0,101,4,544,14,1553,17,2603,0.0744,20,299,1579,14,28,16942,1
6000,6009,1811,10,2,101,6,563,8,1569,17,2665,0.0653,20,300,1556,16,32,17559,1
6200,6209,1880,12,0,99,3,545,11,1591,18,2743,0.0975,20,301,1600,14,28,18156,1
6400,6409,1936,14,1,99,6,569,11,1634,19,2798,0.1124,20,343,1652,17,34,18779,1
6600,6609,1988,17,0,96,10,572,13,1634,19,2887,0.1044,20,326,1641,13,26,19395,1
6800,6809,2045,19,3,99,5,560,13,1644,19,2968,0.1009,20,316,1670,12,24,19999,1
7000,7009,2112,22,4,101,3,552,17,1680,20,3013,0.0942,20,338,1698,12,24,20611,1
7200,7209,2190,24,1,99,6,568,16,1694,20,3058,0.0799,20,340,1699,9,18,21219,1
7400,7409,2240,26,1,100,9,560,18,1695,20,3132,0.0914,20,308,1700,8,16,21821,1
7600,7609,2304,28,1,98,8,566,19,1737,20,3204,0.0707,20,346,1706,8,16,22428,1
7800,7809,2367,30,0,100,8,582,19,1737,20,3260,0.0826,20,336,1747,8,16,23037,1
8000,8009,2418,32,3,98,10,580,19,1751,20,3316,0.0698,20,370,1723,7,14,23644,1
8200,8209,2475,34,2,101,9,560,18,1766,20,3409,0.0913,20,376,1776,10,20,24253,1
8400,8409,2530,37,2,97,6,570,19,1823,20,3484,0.0798,20,376,1794,12,24,24867,1
8600,8609,2593,39,1,99,11,581,20,1821,20,3567,0.0843,20,361,1830,12,24,25458,1
8800,8809,2659,42,2,101,11,580,18,1784,20,3624,0.0803,20,386,1846,13,26,26076,1
9000,9009,2721,45,0,100,9,583,18,1840,20,3678,0.0665,20,361,1862,15,30,26695,1
9200,9209,2780,47,2,100,12,595,20,1848,20,3721,0.0617,20,384,1849,15,30,27317,1
9400,9409,2845,49,2,99,11,602,18,1884,20,3755,0.0523,20,402,1875,16,32,27945,1
9600,9609,2898,51,2,101,13,592,19,1910,20,3867,0.0692,20,373,1914,15,30,28561,1
9800,9809,2960,54,2,102,8,585,19,1937,20,3983,0.0629,20,368,1935,15,30,29181,1
10000,10009,3025,56,1,103,15,613,20,1941,20,3992,0.0737,20,396,1951,13,26,29796,1
10200,10209,3083,58,1,101,14,589,19,1934,20,4087,0.076,20,368,1916,13,26,30406,1
10400,10409,3142,60,2,97,7,604,19,1958,20,4174,0.0692,20,386,1961,13,26,31011,1
10600,10609,3200,63,1,100,12,606,19,1990,20,4291,0.0472,20,393,2015,14,28,31604,1
10800,10809,3266,65,4,102,7,612,20,2018,20,4318,0.0804,20,397,2001,15,30,32221,1
11000,11009,3336,67,2,104,9,598,20,2019,20,4375,0.0929,20,396,1986,16,32,32838,1
11200,11209,3401,69,3,96,9,606,20,2043,20,4481,0.0914,20,411,2055,15,30,33452,1
11400,11409,3457,72,3,100,17,629,19,2099,20,4590,0.0859,20,418,2097,18,36,34068,1
11600,11609,3517,76,1,103,11,625,19,2135,20,4699,0.0704,20,486,2148,19,38,34689,1
11800,11809,3582,78,3,104,10,624,18,2155,20,4726,0.0573,20,431,2111,20,40,35319,1
12000,12009,3641,80,1,101,10,629,20,2145,20,4815,0.0518,20,470,2173,19,38,35945,1
12200,12209,3692,82,3,98,15,636,20,2186,20,4877,0.0475,20,409,2137,21,42,36579,1
12400,12409,3739,84,1,99,12,629,20,2208,20,4942,0.029,20,438,2214,22,44,37216,1
12600,12609,3788,86,3,101,14,621,20,2171,20,5013,0.0402,20,438,2152,17,34,37842,1
12800,12809,3849,88,2,101,12,610,19,2181,20,5028,0.0697,20,417,2228,16,32,38462,1
13000,13009,3903,90,4,104,12,630,20,2203,20,5138,0.0728,20,428,2224,12,24,39079,1
13200,13209,3956,92,2,101,11,616,20,2211,20,5171,0.0906,20,473,2215,10,20,39693,1
13400,13409,4022,94,3,103,13,617,20,2235,20,5280,0.0885,20,498,2276,13,26,40301,1
13600,13609,4072,96,3,104,12,638,20,2297,20,5366,0.093,20,442,2254,14,28,40918,1
13800,13809,4132,98,5,102,18,634,20,2299,20,5454,0.0854,20,465,2302,16,32,41523,1
14000,14009,4192,100,5,99,12,626,20,2309,20,5542,0.0893,20,465,2307,15,30,42137,1
14200,14209,4256,102,1,103,11,625,20,2352,20,5620,0.0824,20,458,2300,16,32,42754,1
