degree,count
3,4219
4,1711
5,925
6,567
7,385
8,283
9,226
10,199
11,177
12,136
13,99
14,94
15,68
16,87
17,67
18,52
19,44
20,42
21,40
22,31
23,42
24,22
25,27
26,16
27,15
28,23
29,16
30,19
31,21
32,11
33,11
34,14
35,13
36,8
37,14
38,8
39,8
40,5
41,13
42,9
43,11
44,7
45,3
46,3
47,6
48,5
49,3
50,4
51,2
52,7
53,4
54,3
56,2
57,3
58,6
59,4
60,5
61,8
62,3
63,3
64,4
65,4
66,2
67,5
68,3
69,3
70,1
71,2
72,1
73,2
74,2
75,2
77,5
79,3
80,4
81,2
82,3
83,3
84,3
85,2
86,1
87,3
88,1
89,3
90,1
92,2
93,2
94,1
95,1
96,2
97,4
98,1
99,4
101,3
102,1
103,1
106,1
108,1
109,2
110,2
111,1
114,1
116,1
120,1
121,1
122,2
125,1
129,2
131,2
132,2
134,2
138,1
142,1
148,1
149,1
151,1
154,1
156,1
157,2
160,1
162,1
164,1
171,1
172,1
179,2
180,3
182,1
186,1
187,1
188,1
193,1
195,1
199,1
206,1
225,2
240,1
245,1
248,1
253,1
254,1
297,1
317,1
342,1
386,1
396,1
403,1
428,1
446,1
490,1
